NAME,ADDRESS,STATE,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,TOT_EMPLOY,NAICS_DESC,EMPLOYEE/STUDENT RATIO,INCOME,POPULATION
Santa Ana Beauty Academy,2231 North Tustin Avenue,CA,92705,private for profit,Orange,33.766526,-117.835344,18,4,22,6,Cosmetology and Barber Schools,3.6666666666666665,"62,096","39,512,223"
Salinas Beauty College Inc,916 South Main Street,CA,93901,private for profit,Monterey,36.663704,-121.657751,21,24,45,5,Cosmetology and Barber Schools,9.0,"62,096","39,512,223"
Academy for Salon Professionals (The),2238 El Camino Real,CA,95050,private for profit,Santa Clara,37.352012,-121.963103,55,74,129,24,Cosmetology and Barber Schools,5.375,"62,096","39,512,223"
Academy for Salon Professionals,8372 Topanga Canyon Boulevard,CA,91304,private for profit,Los Angeles,34.222132,-118.605404,31,65,96,17,Cosmetology and Barber Schools,5.647058823529412,"62,096","39,512,223"
"International College of Beauty, Arts & Sciences",5225 West San Fernando Road,CA,90039,private for profit,Los Angeles,34.148059,-118.27322,0,24,24,7,Cosmetology and Barber Schools,3.4285714285714284,"62,096","39,512,223"
John Paul the Great Catholic University,"10174 Old Grove Road, Suite 200",CA,92131,private non-profit,San Diego,32.899615,-117.108291,43,139,182,17,"Colleges, Universities, and Professional Schools",10.705882352941176,"62,096","39,512,223"
ITT Technical Institute-Oakland,7901 Oakport Street,CA,94621,private for profit,Alameda,37.742314,-122.199799,52,102,154,47,"Colleges, Universities, and Professional Schools",3.276595744680851,"62,096","39,512,223"
Carrington College California-Pomona,"901 Corporate Center Drive, Ste. 300",CA,91768,private for profit,Los Angeles,34.062871,-117.803795,0,121,121,20,Junior Colleges,6.05,"62,096","39,512,223"
Advance Beauty Techs Academy,641 N State St Ste 1,CA,92583,private for profit,Riverside,33.794754,-116.970217,3,55,58,17,Cosmetology and Barber Schools,3.411764705882353,"62,096","39,512,223"
Brand College,529 Hahn Ave Ste 101,CA,91203,private for profit,Los Angeles,34.157974,-118.265626,41,7,48,7,Other Technical and Trade Schools,6.857142857142857,"62,096","39,512,223"
Hinton Barber College,1029-A Tennessee St,CA,94590,private for profit,Solano,38.109602,-122.245478,13,24,37,5,Cosmetology and Barber Schools,7.4,"62,096","39,512,223"
Advanced Career Institute,1728 North Kelsey St,CA,93291,private for profit,Tulare,36.344271,-119.385137,36,125,161,25,Other Technical and Trade Schools,6.44,"62,096","39,512,223"
Platt College-Riverside,6465 Sycamore Canyon Blvd Ste 100,CA,92507,private for profit,Riverside,33.932915,-117.298351,0,86,86,18,"Colleges, Universities, and Professional Schools",4.777777777777778,"62,096","39,512,223"
Abraham Lincoln University,3530 Wilshire Blvd Ste 1430,CA,90010,private for profit,Los Angeles,34.061398,-118.301362,15,44,59,93,"Colleges, Universities, and Professional Schools",0.6344086021505376,"62,096","39,512,223"
Newbridge College-Long Beach,3799 E. Burnett St.,CA,90815,private for profit,Los Angeles,33.801899,-118.148536,0,254,254,30,Other Technical and Trade Schools,8.466666666666667,"62,096","39,512,223"
InfoTech Career College,"8527 Alondra Blvd, #174",CA,90723,private for profit,Los Angeles,33.880785,-118.141674,0,215,215,20,Other Technical and Trade Schools,10.75,"62,096","39,512,223"
Trident University International,"5757 Plaza Drive, Suite 100",CA,90630,private for profit,Orange,33.805244,-118.034759,3311,1532,4843,368,"Colleges, Universities, and Professional Schools",13.160326086956522,"62,096","39,512,223"
Coastline Beauty College,10840 Warner Ave. Suite 207,CA,92708,private for profit,Orange,33.715408,-117.940195,68,64,132,11,Cosmetology and Barber Schools,12.0,"62,096","39,512,223"
Career College Consultants,5015 Eagle Rock Blvd Ste 302,CA,90041,private for profit,Los Angeles,34.137604,-118.214934,0,50,50,38,Other Technical and Trade Schools,1.3157894736842106,"62,096","39,512,223"
Proteus,1830 N Dinuba Blvd,CA,93291,private non-profit,Tulare,36.346177,-119.296323,0,29,29,317,Other Technical and Trade Schools,0.0914826498422713,"62,096","39,512,223"
Loma Linda University,11139 Anderson Street,CA,92350,private non-profit,San Bernardino,34.051536,-117.263568,830,3826,4656,1639,"Colleges, Universities, and Professional Schools",2.840756558877364,"62,096","39,512,223"
Cabrillo College,6500 Soquel Dr,CA,95003,public,Santa Cruz,36.989124,-121.925654,8752,4303,13055,892,Junior Colleges,14.635650224215247,"62,096","39,512,223"
Long Beach City College,4901 E. Carson St.,CA,90808,public,Los Angeles,33.831741,-118.135819,15515,9481,24996,1406,Junior Colleges,17.77809388335704,"62,096","39,512,223"
California College of the Arts,5212 Broadway,CA,94618,private non-profit,Alameda,37.836282,-122.25053,110,1807,1917,794,"Colleges, Universities, and Professional Schools",2.414357682619648,"62,096","39,512,223"
Southern California University of Health Sciences,16200 East Amber Valley Drive,CA,90604,private non-profit,Los Angeles,33.924263,-117.984137,679,253,932,204,"Colleges, Universities, and Professional Schools",4.568627450980392,"62,096","39,512,223"
University of California Hastings College of Law,200 McAllister St,CA,94102,public,San Francisco,37.781137,-122.4157,0,1157,1157,619,"Colleges, Universities, and Professional Schools",1.8691437802907915,"62,096","39,512,223"
California Polytechnic State University-San Luis Obispo,One Grand Ave,CA,93407,public,San Luis Obispo,35.302376,-120.661597,905,17783,18688,2284,"Colleges, Universities, and Professional Schools",8.18213660245184,"62,096","39,512,223"
Los Angeles Harbor College,1111 Figueroa Place,CA,90744,public,Los Angeles,33.784201,-118.28186,7515,2558,10073,475,Junior Colleges,21.206315789473685,"62,096","39,512,223"
Alliant International University,10455 Pomerado Road,CA,92131,private non-profit,San Diego,32.897056,-117.094398,1231,2107,3338,462,"Colleges, Universities, and Professional Schools",7.225108225108225,"62,096","39,512,223"
Los Angeles Pierce College,6201 Winnetka Ave,CA,91371,public,Los Angeles,34.184184,-118.577194,14561,5713,20274,917,Junior Colleges,22.109051254089422,"62,096","39,512,223"
California State University-Stanislaus,One University Circle,CA,95382,public,Stanislaus,37.52577,-120.852511,1845,7038,8883,916,"Colleges, Universities, and Professional Schools",9.697598253275109,"62,096","39,512,223"
Los Angeles Southwest College,1600 W Imperial Hwy.,CA,90047,public,Los Angeles,33.929586,-118.304674,5739,1287,7026,394,Junior Colleges,17.83248730964467,"62,096","39,512,223"
Los Angeles Valley College,5800 Fulton Avenue,CA,91401,public,Los Angeles,34.176406,-118.421446,14490,4254,18744,802,Junior Colleges,23.371571072319203,"62,096","39,512,223"
California State Polytechnic University-Pomona,3801 West Temple Avenue,CA,91768,public,Los Angeles,34.054273,-117.819019,3694,18489,22183,2092,"Colleges, Universities, and Professional Schools",10.603728489483748,"62,096","39,512,223"
The Master's College and Seminary,21726 Placerita Canyon Road,CA,91321,private non-profit,Los Angeles,34.381755,-118.518193,374,1110,1484,346,"Colleges, Universities, and Professional Schools",4.289017341040463,"62,096","39,512,223"
Los Angeles City College,855 N Vermont Ave,CA,90029,public,Los Angeles,34.087301,-118.292169,13707,5161,18868,935,Junior Colleges,20.179679144385027,"62,096","39,512,223"
California State University-Chico,First and Normal Sts,CA,95929,public,Butte,39.728003,-121.846333,1635,14835,16470,1777,"Colleges, Universities, and Professional Schools",9.26842993809792,"62,096","39,512,223"
Los Angeles County College of Nursing and Allied Health,1237 N. Mission Rd.,CA,90033,public,Los Angeles,34.061605,-118.211418,208,0,208,59,Junior Colleges,3.52542372881356,"62,096","39,512,223"
California State University-Fresno,5241 N Maple Ave,CA,93740,public,Fresno,36.814477,-119.748258,3532,18986,22518,2097,"Colleges, Universities, and Professional Schools",10.738197424892704,"62,096","39,512,223"
Los Angeles Mission College,13356 Eldridge Avenue,CA,91342,public,Los Angeles,34.314944,-118.419087,7459,2507,9966,496,Junior Colleges,20.092741935483872,"62,096","39,512,223"
California State University-East Bay,25800 Carlos Bee Blvd,CA,94542,public,Alameda,37.65707,-122.058073,2778,9992,12770,1503,"Colleges, Universities, and Professional Schools",8.496340652029275,"62,096","39,512,223"
University of California-Berkeley,200 California Hall,CA,94720,public,Alameda,37.875759,-122.24851,1679,34220,35899,12075,"Colleges, Universities, and Professional Schools",2.973002070393375,"62,096","39,512,223"
Lyles Bakersfield College of Beauty,2935 F St,CA,93301,private for profit,Kern,35.386525,-119.023903,34,38,72,12,Cosmetology and Barber Schools,6.0,"62,096","39,512,223"
University of California-Davis,One Shields Avenue,CA,95616,public,Yolo,38.538206,-121.75103,1295,30870,32165,13051,"Colleges, Universities, and Professional Schools",2.46456210252088,"62,096","39,512,223"
Lyles Fresno College of Beauty,6735 N First Ave Ste 112,CA,93710,private for profit,Fresno,36.836251,-119.773747,24,45,69,13,Cosmetology and Barber Schools,5.307692307692308,"62,096","39,512,223"
University of California-Irvine,501 Aldrich Hall,CA,92697,public,Orange,33.643163,-117.837785,857,26880,27737,7926,"Colleges, Universities, and Professional Schools",3.499495331819329,"62,096","39,512,223"
MTI College,5221 Madison Ave,CA,95841,private for profit,Sacramento,38.661377,-121.342568,20,818,838,137,Junior Colleges,6.116788321167883,"62,096","39,512,223"
University of California-Los Angeles,405 Hilgard Ave,CA,90095,public,Los Angeles,34.068892,-118.443901,1050,38800,39850,19512,"Colleges, Universities, and Professional Schools",2.042332923329233,"62,096","39,512,223"
University of California-Riverside,900 University Ave,CA,92521,public,Riverside,33.974548,-117.328766,602,20327,20929,3754,"Colleges, Universities, and Professional Schools",5.575119872136388,"62,096","39,512,223"
Kaplan College-Sacramento,"4330 Watt Ave., Suite 400",CA,95821,private for profit,Sacramento,38.644462,-121.380453,0,501,501,73,Junior Colleges,6.863013698630137,"62,096","39,512,223"
University of California-San Diego,9500 Gilman Dr,CA,92093,public,San Diego,32.876598,-117.237793,805,28760,29565,13332,"Colleges, Universities, and Professional Schools",2.217596759675968,"62,096","39,512,223"
Kaplan College-San Diego,9055 Balboa Avenue,CA,92123,private for profit,San Diego,32.821707,-117.133017,0,1336,1336,174,Junior Colleges,7.67816091954023,"62,096","39,512,223"
Kaplan College-Vista,2022 University Dr,CA,92083,private for profit,San Diego,33.17244,-117.220816,0,842,842,102,Junior Colleges,8.254901960784315,"62,096","39,512,223"
University of California-San Francisco,500 Parnassus Ave,CA,94143,public,San Francisco,37.762736,-122.458049,0,3042,3042,12883,"Colleges, Universities, and Professional Schools",0.2361251261352169,"62,096","39,512,223"
Marinello Schools of Beauty-Los Angeles,1241 S. Soto Street Suite #101,CA,90023,private for profit,Los Angeles,34.027512,-118.219865,612,2125,2737,196,Cosmetology and Barber Schools,13.964285714285714,"62,096","39,512,223"
University of California-Santa Barbara,5221 Cheadle Hall,CA,93106,public,Santa Barbara,34.412344,-119.851493,493,21602,22095,4715,"Colleges, Universities, and Professional Schools",4.686108165429481,"62,096","39,512,223"
Menlo College,1000 El Camino Real,CA,94027,private non-profit,San Mateo,37.45614,-122.19205,50,674,724,137,"Colleges, Universities, and Professional Schools",5.284671532846716,"62,096","39,512,223"
California Beauty School,1115 15th St,CA,95354,private for profit,Stanislaus,37.645436,-120.997383,19,105,124,10,Cosmetology and Barber Schools,12.4,"62,096","39,512,223"
Merritt College,12500 Campus Dr,CA,94619,public,Alameda,37.789088,-122.167335,5799,987,6786,253,Junior Colleges,26.822134387351777,"62,096","39,512,223"
California College-San Diego,"2820 Camino Del Rio South, Suite 300",CA,92108,private for profit,San Diego,32.770722,-117.134097,0,961,961,185,"Colleges, Universities, and Professional Schools",5.194594594594594,"62,096","39,512,223"
Mills College,5000 MacArthur Blvd,CA,94613,private non-profit,Alameda,37.781425,-122.182294,146,1388,1534,529,"Colleges, Universities, and Professional Schools",2.899810964083176,"62,096","39,512,223"
Marinello Schools of Beauty-San Francisco,1087 Mission Street,CA,94103,private for profit,San Francisco,37.779467,-122.410416,185,453,638,53,Cosmetology and Barber Schools,12.037735849056604,"62,096","39,512,223"
Le Cordon Bleu College of Culinary Arts,350 Rhode Island Street,CA,94103,private for profit,San Francisco,37.765544,-122.40335,0,581,581,52,Junior Colleges,11.173076923076923,"62,096","39,512,223"
California Hair Design Academy,"8011 University Avenue, Suite A-2",CA,91941,private for profit,San Diego,32.765221,-117.024261,0,202,202,23,Cosmetology and Barber Schools,8.782608695652174,"62,096","39,512,223"
Kaplan College-North Hollywood,6180 Laurel Cyn Blvd Ste 101,CA,91606,private for profit,Los Angeles,34.182673,-118.396131,0,840,840,73,Other Technical and Trade Schools,11.506849315068491,"62,096","39,512,223"
California Western School of Law,225 Cedar St,CA,92101,private non-profit,San Diego,32.722192,-117.162416,116,732,848,224,"Colleges, Universities, and Professional Schools",3.7857142857142856,"62,096","39,512,223"
Moler Barber College,3815 Telegraph Ave,CA,94609,private for profit,Alameda,37.827075,-122.265352,0,62,62,10,Cosmetology and Barber Schools,6.2,"62,096","39,512,223"
College of the Canyons,26455 Rockwell Canyon Rd,CA,91355,public,Los Angeles,34.403121,-118.569524,9272,5848,15120,997,Junior Colleges,15.165496489468405,"62,096","39,512,223"
Mount St. Mary's College,12001 Chalon Rd,CA,90049,private non-profit,Los Angeles,34.085098,-118.482676,794,2339,3133,652,"Colleges, Universities, and Professional Schools",4.8052147239263805,"62,096","39,512,223"
Career Academy of Beauty,12471 Valley View,CA,92845,private for profit,Orange,33.781018,-118.031697,110,55,165,25,Cosmetology and Barber Schools,6.6,"62,096","39,512,223"
Mt. San Jacinto Community College District,1499 N. State St.,CA,92583,public,Riverside,33.807364,-116.970063,10231,4428,14659,993,Junior Colleges,14.76233635448137,"62,096","39,512,223"
Casa Loma College-Van Nuys,6725 Kester Ave,CA,91405,private non-profit,Los Angeles,34.195438,-118.448335,15,630,645,75,Junior Colleges,8.6,"62,096","39,512,223"
Mueller College,"123 Camino de la Reina, #100 North",CA,92108,private for profit,San Diego,32.761089,-117.14623,118,65,183,57,Other Technical and Trade Schools,3.210526315789474,"62,096","39,512,223"
CET-San Diego,4153 Market Street,CA,92102,private non-profit,San Diego,32.711239,-117.105459,95,246,341,18,Other Technical and Trade Schools,18.944444444444443,"62,096","39,512,223"
Napa Valley College,2277 Napa-Vallejo Hwy,CA,94558,public,Napa,38.274015,-122.27451,4014,2162,6176,493,Junior Colleges,12.52738336713996,"62,096","39,512,223"
CET-Sobrato,701 Vine St,CA,95110,private non-profit,Santa Clara,37.322723,-121.88698,40,429,469,51,Other Technical and Trade Schools,9.196078431372548,"62,096","39,512,223"
Everest College-San Francisco,814 Mission St  Suite 500,CA,94103,private for profit,San Francisco,37.784524,-122.404815,0,319,319,50,Other Technical and Trade Schools,6.38,"62,096","39,512,223"
CET-El Centro,294 S 3rd St,CA,92243,private non-profit,Imperial,32.790908,-115.549079,0,214,214,24,Other Technical and Trade Schools,8.916666666666666,"62,096","39,512,223"
Everest College-Reseda,18040 Sherman Way Ste 400,CA,91335,private for profit,Los Angeles,34.200824,-118.526677,11,674,685,87,Junior Colleges,7.873563218390805,"62,096","39,512,223"
CET-San Bernardino,1430 Cooley Court,CA,92408,private non-profit,San Bernardino,34.075136,-117.268738,0,250,250,15,Other Technical and Trade Schools,16.666666666666668,"62,096","39,512,223"
CET-Watsonville,10 Blanca Lane,CA,95076,private non-profit,Santa Cruz,36.931833,-121.767991,0,153,153,13,Other Technical and Trade Schools,11.76923076923077,"62,096","39,512,223"
Everest College-LA Wilshire,3460 Wilshire Blvd Ste 500,CA,90010,private for profit,Los Angeles,34.061262,-118.299345,25,272,297,46,Junior Colleges,6.456521739130435,"62,096","39,512,223"
